,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hr,Arrival_min,Departure_hr,Departure_min
9043,1,1,1,920,2.0,1,13033.0,6,6,2019,1,20,10,0
9044,4,4,4,1420,1.0,4,22270.0,1,3,2019,7,40,8,0
9045,3,3,3,345,1.0,3,6769.0,27,5,2019,3,35,21,50
9046,0,0,0,500,2.0,0,5192.0,24,5,2019,23,30,15,10
9047,4,4,4,85,0.0,4,4995.0,24,5,2019,4,20,2,55
9048,3,3,3,140,0.0,3,8580.0,1,3,2019,10,15,7,55
9049,1,1,1,1255,1.0,1,7480.0,15,6,2019,9,25,12,30
9050,4,4,4,180,0.0,4,5198.0,27,4,2019,11,20,8,20
9051,4,4,4,560,2.0,4,10368.0,6,6,2019,19,0,9,40
9052,4,4,4,85,0.0,4,8040.0,6,5,2019,8,30,7,5
9053,4,4,4,1205,2.0,4,18909.0,9,3,2019,4,25,8,20
9054,1,1,1,1345,2.0,1,12849.0,1,4,2019,5,25,7,0
9055,1,1,1,1350,1.0,1,22798.0,1,3,2019,8,15,9,45
9056,4,4,4,590,1.0,4,14571.0,6,6,2019,18,15,8,25
9057,4,4,4,1090,1.0,4,13502.0,6,3,2019,8,15,14,5
9058,8,8,8,140,0.0,8,3332.0,27,3,2019,20,5,17,45
9059,6,6,6,705,1.0,6,7354.0,6,6,2019,19,15,7,30
9060,6,6,6,660,1.0,6,8073.0,15,5,2019,21,0,10,0
9061,3,3,3,85,0.0,3,4049.0,21,3,2019,10,35,9,10
9062,4,4,4,1570,1.0,4,15029.0,9,3,2019,4,25,2,15
9063,1,1,1,1420,2.0,1,10975.0,24,6,2019,9,25,9,45
9064,6,6,6,920,1.0,6,7038.0,1,6,2019,22,30,7,10
9065,4,4,4,660,1.0,4,15554.0,9,5,2019,19,0,8,0
9066,1,1,1,170,0.0,1,5228.0,12,6,2019,23,55,21,5
9067,3,3,3,325,1.0,3,5636.0,1,6,2019,7,25,2,0
9068,1,1,1,1180,2.0,1,9653.0,27,6,2019,7,40,12,0
9069,4,4,4,910,1.0,4,8586.0,24,5,2019,10,5,18,55
9070,8,8,8,90,0.0,8,2017.0,21,5,2019,14,45,13,15
9071,10,10,10,1625,1.0,10,9345.0,24,5,2019,23,25,20,20
9072,4,4,4,1925,2.0,4,9270.0,21,3,2019,18,50,10,45
9073,4,4,4,810,2.0,4,13292.0,3,6,2019,19,0,5,30
9074,4,4,4,1570,2.0,4,8098.0,27,3,2019,19,45,17,35
9075,1,1,1,1420,1.0,1,7952.0,6,6,2019,9,25,9,45
9076,3,3,3,415,1.0,3,5883.0,12,6,2019,1,30,18,35
9077,4,4,4,180,0.0,4,8016.0,6,6,2019,22,50,19,50
9078,8,8,8,150,0.0,8,4174.0,18,5,2019,19,40,17,10
9079,6,6,6,925,1.0,6,10696.0,3,6,2019,22,30,7,5
9080,10,10,10,155,0.0,10,4878.0,12,6,2019,19,35,17,0
9081,8,8,8,170,0.0,8,3971.0,1,4,2019,12,20,9,30
9082,6,6,6,390,1.0,6,7198.0,3,6,2019,1,30,19,0
9083,4,4,4,1540,1.0,4,9314.0,6,5,2019,22,5,20,25
9084,8,8,8,170,0.0,8,4423.0,1,5,2019,12,20,9,30
9085,8,8,8,155,0.0,8,3841.0,6,4,2019,9,30,6,55
9086,6,6,6,510,1.0,6,7154.0,27,3,2019,19,15,10,45
9087,1,1,1,735,1.0,1,9929.0,15,6,2019,19,15,7,0
9088,6,6,6,455,1.0,6,8266.0,9,5,2019,19,15,11,40
9089,6,6,6,630,1.0,6,10877.0,12,6,2019,19,0,8,30
9090,3,3,3,150,0.0,3,4804.0,24,6,2019,17,45,15,15
9091,6,6,6,570,1.0,6,13587.0,15,6,2019,21,0,11,30
9092,3,3,3,515,1.0,3,13611.0,6,3,2019,13,20,4,45
9093,3,3,3,975,1.0,3,6628.0,6,6,2019,1,30,9,15
9094,3,3,3,195,0.0,3,5601.0,12,6,2019,17,40,14,25
9095,8,8,8,315,1.0,8,5583.0,15,4,2019,11,20,6,5
9096,3,3,3,170,0.0,3,3943.0,21,5,2019,13,0,10,10
9097,3,3,3,170,0.0,3,4777.0,24,3,2019,6,50,4,0
9098,4,4,4,960,1.0,4,9663.0,12,5,2019,12,0,20,0
9099,4,4,4,1375,2.0,4,10368.0,1,6,2019,4,25,5,30
9100,3,3,3,415,1.0,3,5883.0,15,6,2019,1,30,18,35
9101,3,3,3,155,0.0,3,4804.0,27,4,2019,14,5,11,30
9102,10,10,10,155,0.0,10,13383.0,3,3,2019,18,35,16,0
9103,6,6,6,555,1.0,6,9646.0,1,6,2019,22,30,13,15
9104,4,4,4,1570,1.0,4,11467.0,1,5,2019,19,10,17,0
9105,0,0,0,720,1.0,0,5192.0,12,5,2019,10,40,22,40
9106,4,4,4,1300,2.0,4,13376.0,12,6,2019,4,25,6,45
9107,0,0,0,165,0.0,0,6477.0,3,3,2019,2,10,23,25
9108,6,6,6,720,1.0,6,13727.0,18,5,2019,21,0,9,0
9109,10,10,10,1640,1.0,10,9555.0,18,5,2019,20,20,17,0
9110,4,4,4,1430,2.0,4,12819.0,24,6,2019,19,0,19,10
9111,10,10,10,750,1.0,10,12395.0,6,3,2019,22,55,10,25
9112,4,4,4,550,1.0,4,10262.0,15,6,2019,4,25,19,15
9113,4,4,4,740,1.0,4,14781.0,21,5,2019,20,45,8,25
9114,4,4,4,90,0.0,4,5678.0,12,5,2019,11,50,10,20
9115,8,8,8,330,1.0,8,7804.0,15,5,2019,21,25,15,55
9116,4,4,4,1680,1.0,4,10262.0,27,6,2019,19,0,15,0
9117,4,4,4,180,0.0,4,5198.0,18,5,2019,22,50,19,50
9118,3,3,3,90,0.0,3,4049.0,3,5,2019,7,55,6,25
9119,0,0,0,165,0.0,0,3383.0,15,6,2019,13,55,11,10
9120,1,1,1,320,1.0,1,7174.0,27,5,2019,23,0,17,40
9121,1,1,1,1590,1.0,1,8907.0,15,5,2019,23,0,20,30
9122,4,4,4,1615,2.0,4,13014.0,1,6,2019,12,35,9,40
9123,4,4,4,665,1.0,4,13584.0,6,5,2019,8,15,21,10
9124,0,0,0,150,0.0,0,4107.0,15,5,2019,1,20,22,50
9125,4,4,4,90,0.0,4,2071.0,15,3,2019,4,25,2,55
9126,4,4,4,450,1.0,4,12373.0,9,5,2019,4,25,20,55
9127,1,1,1,1745,2.0,1,13303.0,12,3,2019,13,55,8,50
9128,4,4,4,1055,1.0,4,8529.0,12,6,2019,10,5,16,30
9129,4,4,4,1495,1.0,4,14571.0,6,6,2019,19,50,18,55
9130,4,4,4,1760,2.0,4,15129.0,27,5,2019,4,25,23,5
9131,4,4,4,180,0.0,4,8016.0,9,6,2019,11,20,8,20
9132,3,3,3,160,0.0,3,4804.0,6,6,2019,0,5,21,25
9133,1,1,1,325,1.0,1,5118.0,9,3,2019,12,15,6,50
9134,4,4,4,1430,1.0,4,9663.0,18,5,2019,8,15,8,25
9135,1,1,1,1840,2.0,1,12723.0,9,6,2019,12,30,5,50
9136,2,2,2,165,0.0,2,3419.0,12,5,2019,23,40,20,55
9137,4,4,4,710,1.0,4,11087.0,12,3,2019,10,45,22,55
9138,3,3,3,155,0.0,3,4174.0,12,4,2019,0,50,22,15
9139,4,4,4,1225,1.0,4,10262.0,9,6,2019,4,25,8,0
9140,4,4,4,1620,2.0,4,12609.0,15,6,2019,12,35,9,35
9141,10,10,10,160,0.0,10,4668.0,3,6,2019,9,40,7,0
9142,8,8,8,90,0.0,8,1965.0,24,5,2019,0,15,22,45
9143,3,3,3,90,0.0,3,4049.0,1,6,2019,7,55,6,25
9144,1,1,1,150,0.0,1,5195.0,12,4,2019,16,45,14,15
9145,3,3,3,155,0.0,3,4804.0,18,5,2019,22,55,20,20
9146,3,3,3,170,0.0,3,7648.0,3,3,2019,15,50,13,0
9147,3,3,3,140,0.0,3,3850.0,3,5,2019,10,15,7,55
9148,1,1,1,165,0.0,1,6121.0,15,4,2019,12,45,10,0
9149,3,3,3,145,0.0,3,3540.0,18,6,2019,7,40,5,15
9150,4,4,4,340,1.0,4,9134.0,15,3,2019,11,25,5,45
9151,4,4,4,1660,1.0,4,10844.0,6,6,2019,22,35,18,55
9152,3,3,3,140,0.0,3,5277.0,3,6,2019,0,25,22,5
9153,3,3,3,300,1.0,3,5073.0,6,4,2019,21,0,16,0
9154,8,8,8,155,0.0,8,3841.0,24,6,2019,9,30,6,55
9155,6,6,6,690,1.0,6,10877.0,3,6,2019,19,0,7,30
9156,4,4,4,1575,1.0,4,5406.0,27,3,2019,19,45,17,30
9157,4,4,4,1005,1.0,4,14151.0,9,6,2019,9,45,17,0
9158,4,4,4,1090,2.0,4,14237.0,3,6,2019,12,35,18,25
9159,3,3,3,90,0.0,3,2754.0,24,6,2019,3,10,1,40
9160,1,1,1,805,1.0,1,11306.0,18,5,2019,20,25,7,0
9161,0,0,0,720,1.0,0,5192.0,1,5,2019,10,40,22,40
9162,10,10,10,135,0.0,10,3687.0,12,6,2019,9,20,7,5
9163,6,6,6,910,1.0,6,12192.0,3,6,2019,19,0,3,50
9164,4,4,4,360,1.0,4,12898.0,27,5,2019,19,0,13,0
9165,4,4,4,1395,1.0,4,14924.0,9,6,2019,19,0,19,45
9166,8,8,8,435,1.0,8,8479.0,24,5,2019,18,50,11,35
9167,6,6,6,690,1.0,6,6943.0,27,5,2019,1,30,14,0
9168,6,6,6,755,1.0,6,7354.0,27,6,2019,19,15,6,40
9169,6,6,6,600,1.0,6,12192.0,6,6,2019,19,0,9,0
9170,3,3,3,180,0.0,3,3943.0,3,5,2019,0,15,21,15
9171,4,4,4,1430,2.0,4,15129.0,6,5,2019,19,0,19,10
9172,10,10,10,160,0.0,10,5403.0,9,4,2019,9,40,7,0
9173,4,4,4,1140,2.0,4,13882.0,27,6,2019,4,25,9,25
9174,4,4,4,90,0.0,4,5678.0,21,3,2019,21,5,19,35
9175,10,10,10,170,0.0,10,5403.0,27,4,2019,14,20,11,30
9176,10,10,10,170,0.0,10,4878.0,27,6,2019,23,50,21,0
9177,3,3,3,880,2.0,3,6494.0,27,3,2019,21,20,6,40
9178,3,3,3,165,0.0,3,4777.0,24,3,2019,4,15,1,30
9179,1,1,1,90,0.0,1,3625.0,6,6,2019,15,25,13,55
9180,1,1,1,1830,2.0,1,9258.0,1,4,2019,18,30,12,0
9181,4,4,4,360,1.0,4,10262.0,6,6,2019,19,0,13,0
9182,1,1,1,1770,4.0,1,17686.0,1,3,2019,11,20,5,50
9183,3,3,3,150,0.0,3,4174.0,3,4,2019,17,45,15,15
9184,6,6,6,910,1.0,6,7485.0,21,5,2019,1,30,10,20
9185,1,1,1,1610,2.0,1,11222.0,18,5,2019,11,10,8,20
9186,4,4,4,1685,1.0,4,12121.0,1,5,2019,21,5,17,0
9187,1,1,1,610,2.0,1,10697.0,21,5,2019,18,30,8,20
9188,4,4,4,450,1.0,4,12373.0,9,5,2019,19,0,11,30
9189,8,8,8,520,1.0,8,6381.0,21,5,2019,17,15,8,35
9190,4,4,4,2070,2.0,4,17072.0,6,3,2019,4,25,17,55
9191,4,4,4,1615,2.0,4,10368.0,9,6,2019,12,35,9,40
9192,3,3,3,175,0.0,3,4823.0,24,5,2019,21,20,18,25
9193,1,1,1,795,1.0,1,27282.0,3,3,2019,23,0,9,45
9194,3,3,3,95,0.0,3,2227.0,12,6,2019,21,40,20,5
9195,3,3,3,165,0.0,3,4545.0,9,3,2019,3,25,0,40
9196,3,3,3,160,0.0,3,4148.0,21,3,2019,19,55,17,15
9197,3,3,3,155,0.0,3,4148.0,12,3,2019,17,45,15,10
9198,1,1,1,1625,2.0,1,7642.0,21,3,2019,11,20,8,15
9199,4,4,4,1235,1.0,4,10262.0,3,6,2019,12,35,16,0
9200,4,4,4,180,0.0,4,4030.0,24,5,2019,11,20,8,20
9201,3,3,3,195,0.0,3,5000.0,27,6,2019,17,40,14,25
9202,8,8,8,270,1.0,8,5264.0,9,6,2019,13,15,8,45
9203,4,4,4,185,0.0,4,7229.0,1,6,2019,22,0,18,55
9204,4,4,4,660,1.0,4,10577.0,3,6,2019,19,0,8,0
9205,1,1,1,1625,2.0,1,12723.0,24,5,2019,8,55,5,50
9206,4,4,4,395,1.0,4,14714.0,1,6,2019,4,25,21,50
9207,4,4,4,1570,1.0,4,7438.0,21,3,2019,4,25,2,15
9208,1,1,1,1435,1.0,1,10203.0,15,5,2019,20,25,20,30
9209,0,0,0,150,0.0,0,3782.0,27,3,2019,1,20,22,50
9210,4,4,4,810,2.0,4,13014.0,12,6,2019,19,0,5,30
9211,6,6,6,390,1.0,6,8073.0,15,5,2019,1,30,19,0
9212,3,3,3,155,0.0,3,4804.0,9,5,2019,18,5,15,30
9213,3,3,3,330,1.0,3,4864.0,9,5,2019,12,40,7,10
9214,6,6,6,730,1.0,6,15135.0,6,3,2019,18,50,6,40
9215,1,1,1,1100,1.0,1,8366.0,6,6,2019,11,10,16,50
9216,4,4,4,1375,2.0,4,13292.0,9,6,2019,4,25,5,30
9217,1,1,1,165,0.0,1,7171.0,15,6,2019,19,45,17,0
9218,4,4,4,690,1.0,4,12121.0,6,5,2019,21,5,9,35
9219,1,1,1,500,2.0,1,11753.0,12,6,2019,19,15,10,55
9220,3,3,3,285,1.0,3,8064.0,1,3,2019,10,0,5,15
9221,4,4,4,1680,1.0,4,10262.0,6,6,2019,19,0,15,0
9222,3,3,3,140,0.0,3,5277.0,3,5,2019,0,25,22,5
9223,4,4,4,180,0.0,4,8016.0,9,6,2019,20,45,17,45
9224,1,1,1,560,2.0,1,11342.0,12,3,2019,14,50,5,30
9225,4,4,4,1330,1.0,4,7594.0,12,6,2019,4,40,6,30
9226,0,0,0,165,0.0,0,4483.0,3,6,2019,13,55,11,10
9227,4,4,4,505,2.0,4,16263.0,18,5,2019,4,25,20,0
9228,1,1,1,920,2.0,1,13243.0,12,5,2019,1,20,10,0
9229,4,4,4,165,0.0,4,6478.0,12,6,2019,8,45,6,0
9230,4,4,4,320,1.0,4,15764.0,6,3,2019,4,25,23,5
9231,1,1,1,1170,2.0,1,4647.0,3,4,2019,4,40,9,10
9232,4,4,4,180,0.0,4,8016.0,3,6,2019,22,50,19,50
9233,1,1,1,155,0.0,1,4145.0,12,6,2019,23,20,20,45
9234,6,6,6,810,1.0,6,8055.0,27,3,2019,21,0,7,30
9235,1,1,1,1560,2.0,1,12409.0,18,5,2019,19,15,17,15
9236,3,3,3,165,0.0,3,6038.0,24,3,2019,12,20,9,35
9237,0,0,0,150,0.0,0,4107.0,21,5,2019,1,20,22,50
9238,1,1,1,1545,2.0,1,11911.0,21,5,2019,7,40,5,55
9239,4,4,4,1450,1.0,4,25735.0,1,3,2019,23,0,22,50
9240,1,1,1,955,2.0,1,11458.0,6,6,2019,1,20,9,25
9241,0,0,0,340,1.0,0,6152.0,24,4,2019,22,25,16,45
9242,4,4,4,1585,1.0,4,10844.0,9,6,2019,23,35,21,10
9243,10,10,10,140,0.0,10,11982.0,24,5,2019,20,5,17,45
9244,4,4,4,590,1.0,4,13941.0,9,5,2019,16,20,6,30
9245,3,3,3,480,1.0,3,6938.0,27,3,2019,22,20,14,20
9246,4,4,4,1775,2.0,4,15339.0,27,6,2019,19,0,13,25
9247,4,4,4,2245,2.0,4,20064.0,3,3,2019,18,50,5,25
9248,6,6,6,455,1.0,6,6093.0,15,6,2019,22,30,14,55
9249,7,7,7,395,1.0,7,10885.0,21,3,2019,1,35,19,0
9250,1,1,1,570,1.0,1,8907.0,1,6,2019,23,0,13,30
9251,4,4,4,855,1.0,4,9663.0,6,5,2019,20,45,6,30
9252,3,3,3,425,1.0,3,7160.0,27,4,2019,12,10,5,5
9253,7,7,7,480,1.0,7,11269.0,21,3,2019,15,30,7,30
9254,4,4,4,90,0.0,4,5678.0,1,4,2019,21,5,19,35
9255,4,4,4,85,0.0,4,5678.0,27,5,2019,4,20,2,55
9256,1,1,1,795,1.0,1,8907.0,6,6,2019,23,0,9,45
9257,4,4,4,85,0.0,4,3210.0,27,6,2019,4,20,2,55
9258,1,1,1,165,0.0,1,6961.0,15,5,2019,8,55,6,10
9259,4,4,4,1090,1.0,4,14815.0,6,3,2019,8,15,14,5
9260,4,4,4,1540,1.0,4,11467.0,6,5,2019,22,5,20,25
9261,4,4,4,1320,2.0,4,10919.0,15,6,2019,12,35,14,35
9262,2,2,2,310,1.0,2,9069.0,3,6,2019,19,35,14,25
9263,8,8,8,315,1.0,8,4649.0,1,5,2019,20,20,15,5
9264,3,3,3,175,0.0,3,4823.0,3,6,2019,21,20,18,25
9265,1,1,1,1440,1.0,1,6528.0,21,5,2019,14,35,14,35
9266,4,4,4,400,1.0,4,22270.0,6,3,2019,12,25,5,45
9267,4,4,4,1060,2.0,4,15654.0,9,3,2019,4,25,10,45
9268,10,10,10,1595,1.0,10,7770.0,1,4,2019,22,55,20,20
9269,3,3,3,155,0.0,3,4804.0,3,5,2019,7,15,4,40
9270,4,4,4,1025,2.0,4,10368.0,15,6,2019,12,35,19,30
9271,3,3,3,195,0.0,3,7673.0,3,3,2019,0,20,21,5
9272,3,3,3,195,0.0,3,6015.0,21,4,2019,8,50,5,35
9273,3,3,3,155,0.0,3,4804.0,24,4,2019,14,5,11,30
9274,4,4,4,735,1.0,4,13941.0,15,5,2019,8,15,20,0
9275,0,0,0,215,1.0,0,5162.0,9,5,2019,23,30,19,55
9276,1,1,1,700,1.0,1,10657.0,9,3,2019,22,45,11,5
9277,4,4,4,425,1.0,4,14781.0,9,5,2019,23,35,16,30
9278,3,3,3,90,0.0,3,2754.0,3,4,2019,20,35,19,5
9279,1,1,1,965,2.0,1,11474.0,12,3,2019,22,55,6,50
9280,4,4,4,800,1.0,4,7757.0,18,5,2019,8,15,18,55
9281,4,4,4,85,0.0,4,2228.0,3,4,2019,4,20,2,55
9282,4,4,4,1455,1.0,4,10405.0,15,3,2019,8,15,8,0
9283,2,2,2,175,0.0,2,3419.0,27,6,2019,10,40,7,45
9284,4,4,4,1145,1.0,4,10262.0,9,6,2019,12,35,17,30
9285,1,1,1,90,0.0,1,3100.0,9,6,2019,15,25,13,55
9286,4,4,4,1570,1.0,4,11848.0,9,3,2019,4,25,2,15
9287,1,1,1,705,1.0,1,5683.0,9,4,2019,8,15,20,30
9288,4,4,4,1655,1.0,4,9663.0,9,5,2019,12,0,8,25
9289,4,4,4,180,0.0,4,4544.0,24,4,2019,22,50,19,50
9290,4,4,4,85,0.0,4,4050.0,27,5,2019,4,20,2,55
9291,10,10,10,765,1.0,10,9187.0,9,5,2019,9,5,20,20
9292,10,10,10,1440,1.0,10,8452.0,1,4,2019,20,20,20,20
9293,1,1,1,955,2.0,1,11668.0,18,5,2019,1,20,9,25
9294,1,1,1,1730,2.0,1,13381.0,9,6,2019,19,15,14,25
9295,6,6,6,840,1.0,6,8073.0,18,5,2019,21,0,7,0
9296,0,0,0,155,0.0,0,5620.0,1,3,2019,12,55,10,20
9297,4,4,4,875,1.0,4,12739.0,12,6,2019,4,40,14,5
9298,0,0,0,150,0.0,0,5989.0,3,5,2019,22,25,19,55
9299,1,1,1,1350,1.0,1,8891.0,21,5,2019,7,55,9,25
9300,4,4,4,180,0.0,4,4544.0,27,4,2019,22,50,19,50
9301,4,4,4,1620,1.0,4,10262.0,6,6,2019,19,0,16,0
9302,10,10,10,1640,1.0,10,9345.0,21,5,2019,20,20,17,0
9303,10,10,10,160,0.0,10,21730.0,1,3,2019,22,20,19,40
9304,3,3,3,705,1.0,3,6838.0,15,6,2019,21,0,9,15
9305,1,1,1,1345,1.0,1,10943.0,12,3,2019,19,25,21,0
9306,3,3,3,170,0.0,3,3943.0,18,6,2019,6,50,4,0
9307,8,8,8,160,0.0,8,3573.0,18,6,2019,8,35,5,55
9308,8,8,8,145,0.0,8,3841.0,15,5,2019,11,25,9,0
9309,6,6,6,505,1.0,6,9646.0,21,5,2019,18,10,9,45
9310,1,1,1,185,0.0,1,4729.0,18,3,2019,21,10,18,5
9311,4,4,4,640,1.0,4,17261.0,6,3,2019,9,30,22,50
9312,4,4,4,1200,1.0,4,13941.0,1,5,2019,10,5,14,5
9313,4,4,4,890,1.0,4,10844.0,21,5,2019,12,0,21,10
9314,4,4,4,1285,1.0,4,14231.0,24,3,2019,16,20,18,55
9315,4,4,4,360,1.0,4,14714.0,12,6,2019,19,0,13,0
9316,8,8,8,270,1.0,8,6460.0,21,3,2019,13,15,8,45
9317,4,4,4,1630,1.0,4,11467.0,1,5,2019,23,35,20,25
9318,3,3,3,175,0.0,3,3943.0,3,5,2019,3,25,0,30
9319,3,3,3,290,1.0,3,4775.0,15,4,2019,20,5,15,15
9320,8,8,8,145,0.0,8,3841.0,6,4,2019,11,25,9,0
9321,4,4,4,1200,1.0,4,12284.0,18,3,2019,7,40,11,40
9322,3,3,3,155,0.0,3,4804.0,9,6,2019,19,50,17,15
9323,4,4,4,1390,2.0,4,12819.0,24,6,2019,12,35,13,25
9324,4,4,4,610,1.0,4,14714.0,3,6,2019,4,25,18,15
9325,4,4,4,90,0.0,4,8040.0,27,5,2019,11,50,10,20
9326,6,6,6,625,2.0,6,16840.0,15,5,2019,1,30,15,5
9327,4,4,4,335,1.0,4,15554.0,6,5,2019,4,25,22,50
9328,2,2,2,540,1.0,2,5752.0,15,4,2019,19,35,10,35
9329,10,10,10,1065,1.0,10,8452.0,9,5,2019,10,45,17,0
9330,6,6,6,675,1.0,6,11761.0,27,5,2019,19,15,8,0
9331,6,6,6,375,1.0,6,14848.0,27,6,2019,19,15,13,0
9332,4,4,4,810,2.0,4,10368.0,3,6,2019,19,0,5,30
9333,1,1,1,1595,2.0,1,9863.0,18,5,2019,19,15,16,40
9334,4,4,4,540,1.0,4,10262.0,27,6,2019,19,0,10,0
9335,10,10,10,160,0.0,10,4668.0,6,6,2019,9,40,7,0
9336,6,6,6,455,1.0,6,9103.0,15,5,2019,19,0,11,25
9337,4,4,4,885,1.0,4,10262.0,12,6,2019,12,35,21,50
9338,2,2,2,370,1.0,2,4525.0,27,6,2019,13,35,7,25
9339,1,1,1,165,0.0,1,5228.0,27,4,2019,12,45,10,0
9340,4,4,4,460,1.0,4,19225.0,6,3,2019,5,5,21,25
9341,4,4,4,90,0.0,4,8040.0,9,5,2019,11,50,10,20
9342,4,4,4,865,1.0,4,7438.0,21,3,2019,4,25,14,0
9343,6,6,6,690,1.0,6,13135.0,6,3,2019,15,30,4,0
9344,3,3,3,195,0.0,3,6015.0,9,5,2019,17,40,14,25
9345,6,6,6,510,1.0,6,8283.0,18,5,2019,1,30,17,0
9346,8,8,8,135,0.0,8,3543.0,9,6,2019,10,35,8,20
9347,3,3,3,165,0.0,3,4148.0,27,3,2019,12,55,10,10
9348,2,2,2,270,1.0,2,7657.0,15,3,2019,20,15,15,45
9349,3,3,3,220,1.0,3,5276.0,12,5,2019,23,15,19,35
9350,4,4,4,840,1.0,4,14151.0,15,5,2019,23,35,9,35
9351,4,4,4,90,0.0,4,8040.0,21,6,2019,11,50,10,20
9352,3,3,3,565,2.0,3,8378.0,9,3,2019,21,20,11,55
9353,8,8,8,135,0.0,8,3543.0,9,6,2019,12,0,9,45
9354,3,3,3,175,0.0,3,4823.0,12,6,2019,21,50,18,55
9355,4,4,4,800,1.0,4,14388.0,15,5,2019,8,15,18,55
9356,8,8,8,140,0.0,8,3543.0,9,6,2019,20,5,17,45
9357,4,4,4,400,1.0,4,10844.0,12,5,2019,20,45,14,5
9358,4,4,4,705,1.0,4,10844.0,9,6,2019,18,15,6,30
9359,8,8,8,295,1.0,8,4957.0,12,6,2019,22,50,17,55
9360,3,3,3,515,1.0,3,6442.0,15,5,2019,16,10,7,35
9361,1,1,1,965,1.0,1,7480.0,15,5,2019,9,25,17,20
9362,3,3,3,305,1.0,3,5073.0,1,4,2019,1,30,20,25
9363,4,4,4,365,1.0,4,14781.0,9,5,2019,22,35,16,30
9364,6,6,6,385,1.0,6,9646.0,3,6,2019,16,10,9,45
9365,4,4,4,590,1.0,4,7851.0,1,4,2019,16,20,6,30
9366,8,8,8,80,0.0,8,2175.0,24,3,2019,7,5,5,45
9367,1,1,1,1165,2.0,1,14424.0,9,5,2019,5,25,10,0
9368,4,4,4,560,2.0,4,13014.0,12,6,2019,19,0,9,40
9369,4,4,4,1005,1.0,4,5177.0,6,4,2019,19,0,2,15
9370,6,6,6,485,1.0,6,15135.0,3,3,2019,18,50,10,45
9371,1,1,1,170,0.0,1,5228.0,21,6,2019,23,55,21,5
9372,4,4,4,1045,1.0,4,22270.0,1,3,2019,5,5,11,40
9373,8,8,8,135,0.0,8,3543.0,15,6,2019,12,0,9,45
9374,4,4,4,1195,2.0,4,15129.0,18,5,2019,19,0,23,5
9375,3,3,3,860,1.0,3,6093.0,15,6,2019,21,0,6,40
9376,4,4,4,375,1.0,4,11087.0,18,3,2019,20,20,14,5
9377,6,6,6,720,1.0,6,7408.0,27,6,2019,21,0,9,0
9378,3,3,3,315,1.0,3,6534.0,24,5,2019,2,15,21,0
9379,4,4,4,1375,2.0,4,13029.0,18,5,2019,4,25,5,30
9380,4,4,4,180,0.0,4,8016.0,18,6,2019,10,10,7,10
9381,1,1,1,795,1.0,1,8528.0,12,3,2019,19,10,5,55
9382,1,1,1,1560,2.0,1,12760.0,6,6,2019,19,15,17,15
9383,1,1,1,1560,2.0,1,12199.0,9,6,2019,19,15,17,15
9384,6,6,6,930,1.0,6,14067.0,21,5,2019,1,30,10,0
9385,4,4,4,180,0.0,4,8016.0,15,6,2019,20,45,17,45
9386,1,1,1,150,0.0,1,5510.0,3,5,2019,16,45,14,15
9387,1,1,1,1440,1.0,1,6241.0,24,3,2019,14,35,14,35
9388,1,1,1,1255,1.0,1,16142.0,3,3,2019,9,25,12,30
9389,4,4,4,1320,2.0,4,10919.0,27,6,2019,12,35,14,35
9390,3,3,3,160,0.0,3,4804.0,21,4,2019,0,5,21,25
9391,3,3,3,575,1.0,3,6979.0,15,5,2019,21,0,11,25
9392,1,1,1,180,0.0,1,6094.0,18,4,2019,17,10,14,10
9393,1,1,1,165,0.0,1,5176.0,1,4,2019,19,45,17,0
9394,6,6,6,480,1.0,6,15136.0,6,3,2019,21,0,13,0
9395,4,4,4,900,1.0,4,10031.0,24,3,2019,23,25,8,25
9396,4,4,4,2245,2.0,4,12814.0,21,3,2019,18,50,5,25
9397,4,4,4,800,1.0,4,12681.0,1,4,2019,19,50,6,30
9398,6,6,6,710,1.0,6,12402.0,21,3,2019,18,50,7,0
9399,4,4,4,585,1.0,4,13759.0,24,3,2019,18,10,8,25
9400,8,8,8,140,0.0,8,3597.0,18,6,2019,20,5,17,45
9401,0,0,0,170,0.0,0,3383.0,21,5,2019,2,45,23,55
9402,10,10,10,170,0.0,10,4668.0,9,5,2019,12,35,9,45
9403,4,4,4,1995,2.0,4,10929.0,21,3,2019,4,25,19,10
9404,10,10,10,1065,1.0,10,9187.0,1,4,2019,10,45,17,0
9405,6,6,6,830,1.0,6,7530.0,3,6,2019,1,30,11,40
9406,1,1,1,270,1.0,1,8026.0,24,3,2019,13,40,9,10
9407,8,8,8,170,0.0,8,4319.0,9,4,2019,12,20,9,30
9408,4,4,4,830,2.0,4,13376.0,24,6,2019,4,25,14,35
9409,8,8,8,145,0.0,8,4174.0,6,5,2019,11,25,9,0
9410,10,10,10,160,0.0,10,4668.0,27,5,2019,9,40,7,0
9411,6,6,6,835,1.0,6,13062.0,21,3,2019,21,0,7,5
9412,4,4,4,550,1.0,4,12898.0,27,5,2019,4,25,19,15
9413,4,4,4,805,1.0,4,14714.0,6,6,2019,4,25,15,0
9414,1,1,1,875,2.0,1,10991.0,9,5,2019,20,25,5,50
9415,4,4,4,175,0.0,4,4030.0,1,5,2019,14,5,11,10
